OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,SalesTeamID,CustomerNames,CityName,Region ,State,StateCode,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
SO - 0004289,Online,WARE-XYS1001,8/23/2019,10/10/2019,10/15/2019,10/17/2019,USD,Anthony Berry,"Exact-Rx, Corp",Lancaster,West,California,CA,Cookware,1,"0,1","2626,4","1391,992"
SO - 0004290,Distributor,WARE-NMK1003,5/15/2019,10/10/2019,11/5/2019,11/10/2019,USD,Roy Rice,Pacific Ltd,Miami,Midwest,Florida,FL,Rugs,8,"0,15","1735,3","850,297"
SO - 0004291,Wholesale,WARE-UHY1004,8/23/2019,10/10/2019,10/25/2019,10/30/2019,USD,Carlos Miller,"Elorac, Corp",Brookhaven,West,New York,NY,Stemware,1,"0,1","991,6","525,548"
SO - 0004292,Distributor,WARE-MKL1006,5/15/2019,10/10/2019,10/17/2019,10/22/2019,USD,Samuel Fowler,Ei ,Madison,Midwest,Wisconsin,WI,Candleholders,2,"0,2","3946,3","1973,15"
SO - 0004293,Online,WARE-UHY1004,8/23/2019,10/10/2019,10/30/2019,11/7/2019,USD,Todd Roberts,OHTA'S Corp,Albuquerque,West,New Mexico,NM,Stemware,4,"0,1","5500,7","3960,504"
SO - 0004294,In-Store,WARE-MKL1006,5/15/2019,10/10/2019,10/12/2019,10/18/2019,USD,Joshua Bennett,Linde ,Wichita Falls,Northeast,Texas,TX,Phones,7,"0,05","3872,6","2633,368"
SO - 0004295,In-Store,WARE-NMK1003,5/15/2019,10/10/2019,11/2/2019,11/7/2019,USD,Stephen Payne,Winthrop ,Lisle (Township),South,Illinois,IL,Basketball,7,"0,075","234,5","124,285"
SO - 0004296,Distributor,WARE-NMK1003,5/15/2019,10/10/2019,10/31/2019,11/9/2019,USD,Douglas Tucker,Prasco Group,Lawrence (Township),Midwest,Indiana,IN,Pillows,5,"0,075","1956,4","1408,608"
SO - 0004297,Distributor,WARE-NMK1003,5/15/2019,10/10/2019,10/23/2019,10/27/2019,USD,Patrick Graham,Prasco Group,Lakewood,South,Colorado,CO,Floral,8,"0,1","247,9","101,639"
SO - 0004298,In-Store,WARE-XYS1001,5/15/2019,10/10/2019,10/24/2019,10/28/2019,USD,George Lewis,Qualitest ,Phoenix,West,Arizona,AZ,Phones,1,"0,15",6432,"4373,76"
SO - 0004299,In-Store,WARE-PUJ1005,5/15/2019,10/10/2019,11/6/2019,11/15/2019,USD,Joshua Bennett,"Exact-Rx, Corp",Hillsboro,Northeast,Oregon,OR,Vases,4,"0,4","1078,7","733,516"
SO - 0004300,In-Store,WARE-PUJ1005,8/23/2019,10/11/2019,11/1/2019,11/4/2019,USD,Stephen Payne,"Elorac, Corp",Memphis,South,Tennessee,TN,Phones,7,"0,075","2251,2","1868,496"
SO - 0004301,Online,WARE-NMK1003,8/23/2019,10/12/2019,10/18/2019,10/24/2019,USD,Paul Holmes,Trigen ,Maine,Midwest,Illinois,IL,Blankets,5,"0,1",201,"168,84"
SO - 0004302,Online,WARE-NMK1003,5/15/2019,10/12/2019,10/17/2019,10/22/2019,USD,Anthony Torres,Weimei Corp,Cape Coral,West,Florida,FL,Vanities,8,"0,05","1011,7","455,265"
SO - 0004303,Online,WARE-PUJ1005,5/15/2019,10/12/2019,11/4/2019,11/13/2019,USD,Roger Alexander,Procter Corp,Rochester,Midwest,New York,NY,Bakeware,4,"0,05","891,1","507,927"
SO - 0004304,Distributor,WARE-PUJ1005,5/15/2019,10/12/2019,10/14/2019,10/23/2019,USD,Joe Price,"Exact-Rx, Corp",Columbia,Northeast,South Carolina,SC,Pillows,8,"0,05","1011,7","455,265"
SO - 0004305,In-Store,WARE-NBV1002,5/15/2019,10/12/2019,11/2/2019,11/12/2019,USD,Joshua Bennett,WakeFern ,Thousand Oaks,Northeast,California,CA,Audio,2,"0,1","221,1","112,761"
SO - 0004306,In-Store,WARE-XYS1001,5/15/2019,10/12/2019,10/28/2019,11/4/2019,USD,Stephen Payne,"Apotheca, Ltd",Antioch,South,California,CA,Rugs,3,"0,075","2499,1","1024,631"
SO - 0004307,In-Store,WARE-UHY1004,8/23/2019,10/12/2019,10/25/2019,11/1/2019,USD,Joshua Ryan,Rochester Ltd,Grand Rapids,Midwest,Michigan,MI,Candles,5,"0,05",5360,"3644,8"
SO - 0004308,In-Store,WARE-NMK1003,8/23/2019,10/12/2019,10/16/2019,10/20/2019,USD,Joshua Bennett,ETUDE Ltd,Boise City,Northeast,Idaho,ID,Accessories,5,"0,1","1065,3","788,322"
SO - 0004309,In-Store,WARE-NMK1003,8/23/2019,10/12/2019,10/31/2019,11/9/2019,USD,Jerry Green,Ei ,Waterbury (Town),West,Connecticut,CT,Wall Frames,5,"0,05","1025,1","738,072"
SO - 0004310,In-Store,WARE-NMK1003,5/15/2019,10/12/2019,11/1/2019,11/4/2019,USD,Joshua Bennett,U.S. Ltd,Maine,Northeast,Illinois,IL,Bathroom Furniture,4,"0,15","1112,2","912,004"
SO - 0004311,In-Store,WARE-PUJ1005,8/23/2019,10/13/2019,10/15/2019,10/19/2019,USD,Joshua Ryan,Medline ,North Hempstead,Midwest,New York,NY,Wardrobes,3,"0,05","1018,4","631,408"
SO - 0004312,In-Store,WARE-NBV1002,5/15/2019,10/13/2019,11/8/2019,11/14/2019,USD,Adam Hernandez,Amylin Group,San Mateo,Northeast,California,CA,Wardrobes,2,"0,1","1159,1","880,916"
SO - 0004313,In-Store,WARE-NMK1003,5/15/2019,10/13/2019,11/6/2019,11/7/2019,USD,George Lewis,Medline ,Warren,West,Indiana,IN,Bar Tools,2,"0,15","2599,6","1871,712"
SO - 0004314,In-Store,WARE-NMK1003,8/23/2019,10/13/2019,10/30/2019,11/7/2019,USD,Adam Hernandez,Medsep Group,Gainesville,Northeast,Florida,FL,Sculptures,4,"0,15","254,6","185,858"
SO - 0004315,In-Store,WARE-PUJ1005,8/23/2019,10/13/2019,11/4/2019,11/12/2019,USD,Shawn Cook,E. Ltd,Portland,Midwest,Oregon,OR,Wine Storage,4,"0,075","5440,4","4406,724"
SO - 0004316,In-Store,WARE-XYS1001,8/23/2019,10/13/2019,11/4/2019,11/6/2019,USD,Joshua Little,Qualitest ,Oakland,South,California,CA,Mirrors,1,"0,05","1795,6","879,844"
SO - 0004317,In-Store,WARE-NMK1003,5/15/2019,10/13/2019,10/26/2019,11/2/2019,USD,Stephen Payne,Eminence Corp,Kansas City,South,Kansas,KS,Wardrobes,6,"0,2","5540,9","4100,266"
SO - 0004318,Distributor,WARE-MKL1006,8/23/2019,10/14/2019,10/22/2019,10/24/2019,USD,Joe Price,AuroMedics Corp,Green Bay,Northeast,Wisconsin,WI,Wall Frames,5,"0,075","5380,1","4573,085"
SO - 0004319,Wholesale,WARE-MKL1006,5/15/2019,10/14/2019,11/9/2019,11/14/2019,USD,Donald Reynolds,Linde ,Round Rock,South,Texas,TX,Cocktail Glasses,6,"0,1","1085,4","520,992"
SO - 0004320,Distributor,WARE-UHY1004,5/15/2019,10/14/2019,10/30/2019,11/7/2019,USD,Samuel Fowler,Wuxi Group,Springfield,Midwest,Missouri,MO,TV and video,4,"0,05","1078,7","701,155"
SO - 0004321,In-Store,WARE-PUJ1005,5/15/2019,10/14/2019,10/20/2019,10/21/2019,USD,Chris Armstrong,21st Ltd,Pittsburgh,Northeast,Pennsylvania,PA,Bakeware,3,"0,075","877,7","526,62"
SO - 0004322,In-Store,WARE-NMK1003,8/23/2019,10/14/2019,10/31/2019,11/9/2019,USD,Adam Hernandez,Ohio ,Atlanta,Northeast,Georgia,GA,Wardrobes,1,"0,075","3041,8","1216,72"
SO - 0004323,In-Store,WARE-NMK1003,5/15/2019,10/15/2019,10/17/2019,10/19/2019,USD,Keith Griffin,Nipro ,West Palm Beach,Northeast,Florida,FL,Vanities,2,"0,3","6505,7","2927,565"
SO - 0004324,In-Store,WARE-UHY1004,8/23/2019,10/15/2019,10/26/2019,11/4/2019,USD,Adam Hernandez,Nipro ,Raleigh,Northeast,North Carolina,NC,Wall Coverings,8,"0,4","1105,5","442,2"
SO - 0004325,In-Store,WARE-PUJ1005,5/15/2019,10/15/2019,10/17/2019,10/23/2019,USD,Stephen Payne,Select ,Hillsboro,South,Oregon,OR,Clocks,6,"0,075","1045,2","668,928"
SO - 0004326,In-Store,WARE-NMK1003,5/15/2019,10/15/2019,10/27/2019,11/3/2019,USD,Joshua Ryan,Winthrop ,Maine,Midwest,Illinois,IL,Dinnerware,1,"0,05","5366,7","3488,355"
SO - 0004327,In-Store,WARE-NMK1003,5/15/2019,10/15/2019,11/2/2019,11/12/2019,USD,Chris Armstrong,U.S. Ltd,Orlando,Northeast,Florida,FL,Ornaments,8,"0,05","2619,7","1309,85"
SO - 0004328,In-Store,WARE-NMK1003,5/15/2019,10/15/2019,11/5/2019,11/6/2019,USD,Adam Hernandez,Niconovum Corp,Naperville,Northeast,Illinois,IL,Cookware,8,"0,2","1058,6","698,676"
SO - 0004329,Distributor,WARE-NMK1003,8/23/2019,10/15/2019,10/31/2019,11/3/2019,USD,Patrick Graham,Amylin Group,Macon,South,Georgia,GA,Vanities,7,"0,05","261,3","146,328"
SO - 0004330,In-Store,WARE-PUJ1005,5/15/2019,10/15/2019,10/18/2019,10/21/2019,USD,Joshua Little,Pacific Ltd,Pittsburgh,South,Pennsylvania,PA,Blankets,8,"0,075","5594,5","3916,15"
SO - 0004331,Online,WARE-XYS1001,5/15/2019,10/15/2019,10/20/2019,10/30/2019,USD,Todd Roberts,Sundial ,Concord,West,California,CA,Bakeware,1,"0,05","1105,5","585,915"
SO - 0004332,Distributor,WARE-NBV1002,5/15/2019,10/15/2019,10/30/2019,10/31/2019,USD,Joe Price,U.S. Ltd,Simi Valley,Northeast,California,CA,Bakeware,4,"0,075",2412,"1519,56"
SO - 0004333,Distributor,WARE-UHY1004,8/23/2019,10/16/2019,11/10/2019,11/14/2019,USD,Roy Rice,Medsep Group,Lincoln,Midwest,Nebraska,NE,Pendants,6,"0,075",3819,"2444,16"
SO - 0004334,In-Store,WARE-UHY1004,8/23/2019,10/16/2019,11/8/2019,11/11/2019,USD,Chris Armstrong,Niconovum Corp,Billings,Northeast,Montana,MT,Wardrobes,4,"0,2",268,"187,6"
SO - 0004335,Online,WARE-XYS1001,5/15/2019,10/16/2019,10/31/2019,11/5/2019,USD,Frank Brown,Nipro ,Costa Mesa,Northeast,California,CA,Table Lamps,2,"0,05","227,8","100,232"
SO - 0004336,Online,WARE-XYS1001,5/15/2019,10/16/2019,10/22/2019,10/23/2019,USD,Anthony Berry,Avon Corp,Costa Mesa,West,California,CA,Accessories,5,"0,05",268,"227,8"
SO - 0004337,In-Store,WARE-PUJ1005,5/15/2019,10/16/2019,10/25/2019,11/2/2019,USD,Keith Griffin,Llorens Ltd,Islip,Northeast,New York,NY,TV and video,5,"0,05","1065,3","767,016"
SO - 0004338,In-Store,WARE-PUJ1005,8/23/2019,10/16/2019,10/22/2019,10/30/2019,USD,Chris Armstrong,Pure Group,Cincinnati,Northeast,Ohio,OH,Wreaths,1,"0,075","676,7","439,855"
SO - 0004339,In-Store,WARE-PUJ1005,5/15/2019,10/16/2019,11/1/2019,11/4/2019,USD,Jerry Green,"Apotheca, Ltd",Carrollton,West,Texas,TX,Floral,5,"0,075","1051,9","631,14"
SO - 0004340,Wholesale,WARE-NMK1003,8/23/2019,10/17/2019,11/11/2019,11/13/2019,USD,Donald Reynolds,S.S.S. Group,Augusta,South,Georgia,GA,Pendants,3,"0,05","2244,5","1032,47"
SO - 0004341,Online,WARE-XYS1001,5/15/2019,10/17/2019,10/30/2019,11/5/2019,USD,Nicholas Cunningham,"Apotheca, Ltd",Chula Vista,South,California,CA,Candleholders,2,"0,05","3986,5","3109,47"
SO - 0004342,In-Store,WARE-NBV1002,5/15/2019,10/17/2019,11/1/2019,11/9/2019,USD,Joshua Little,U.S. Ltd,Pomona,South,California,CA,Serveware,3,"0,05","6405,2","4163,38"
SO - 0004343,In-Store,WARE-UHY1004,5/15/2019,10/17/2019,11/6/2019,11/7/2019,USD,Shawn Cook,OUR Ltd,Raleigh,Midwest,North Carolina,NC,Floral,8,"0,1","1078,7","647,22"
SO - 0004344,Wholesale,WARE-NMK1003,8/23/2019,10/17/2019,10/24/2019,11/2/2019,USD,Carlos Miller,Bare ,Lakewood,West,Colorado,CO,Dinnerware,6,"0,05","5447,1","2723,55"
SO - 0004345,In-Store,WARE-PUJ1005,8/23/2019,10/18/2019,11/3/2019,11/9/2019,USD,Chris Armstrong,Burt's Corp,Houston,Northeast,Texas,TX,Bedroom Furniture,2,"0,05","174,2","109,746"
SO - 0004346,In-Store,WARE-NMK1003,5/15/2019,10/18/2019,11/9/2019,11/11/2019,USD,Shawn Cook,Ei ,Evansville,Midwest,Indiana,IN,Dining Furniture,2,"0,1",1273,"509,2"
SO - 0004347,In-Store,WARE-NMK1003,5/15/2019,10/18/2019,11/5/2019,11/12/2019,USD,George Lewis,Linde ,Evansville,West,Indiana,IN,Ornaments,8,"0,3",1072,"439,52"
SO - 0004348,In-Store,WARE-NMK1003,5/15/2019,10/18/2019,11/6/2019,11/16/2019,USD,Jerry Green,"3LAB, Ltd",Port St. Lucie,West,Florida,FL,Cocktail Glasses,3,"0,05","2693,4","1131,228"
SO - 0004349,In-Store,WARE-PUJ1005,5/15/2019,10/18/2019,11/1/2019,11/9/2019,USD,George Lewis,Medline ,Corpus Christi,West,Texas,TX,Platters,2,"0,1","1025,1","686,817"
SO - 0004350,Online,WARE-XYS1001,5/15/2019,10/18/2019,11/11/2019,11/18/2019,USD,Shawn Wallace,Weimei Corp,Antioch,South,California,CA,Floor Lamps,1,"0,075","1125,6","607,824"
SO - 0004351,Distributor,WARE-UHY1004,5/15/2019,10/18/2019,10/27/2019,10/31/2019,USD,Douglas Tucker,Weimei Corp,Winston-Salem,Midwest,North Carolina,NC,Basketball,4,"0,075","6304,7","4413,29"
SO - 0004352,Online,WARE-PUJ1005,8/23/2019,10/18/2019,11/14/2019,11/23/2019,USD,Roger Alexander,Trigen ,North Charleston,Midwest,South Carolina,SC,Accessories,2,"0,3","2298,1","1654,632"
SO - 0004353,Wholesale,WARE-XYS1001,5/15/2019,10/19/2019,11/9/2019,11/11/2019,USD,Carlos Miller,AuroMedics Corp,Escondido,West,California,CA,Platters,6,"0,1","3979,8","1830,708"
SO - 0004354,Online,WARE-PUJ1005,5/15/2019,10/19/2019,11/15/2019,11/22/2019,USD,Paul Holmes,WakeFern ,Arlington,Midwest,Texas,TX,Blankets,6,"0,2","2592,9","1477,953"
SO - 0004355,In-Store,WARE-XYS1001,5/15/2019,10/19/2019,11/13/2019,11/16/2019,USD,Carl Nguyen,Apollo Ltd,Scottsdale,Midwest,Arizona,AZ,Vanities,8,"0,075",670,"408,7"
SO - 0004356,Online,WARE-UHY1004,8/23/2019,10/19/2019,11/2/2019,11/12/2019,USD,Anthony Torres,Pacific Ltd,Baltimore,West,Maryland,MD,Computers,7,"0,075","3470,6","2151,772"
SO - 0004357,Wholesale,WARE-NMK1003,8/23/2019,10/19/2019,10/23/2019,11/2/2019,USD,Shawn Torres,"Exact-Rx, Corp",Hartford,Northeast,Connecticut,CT,Sculptures,7,"0,05","1152,4","737,536"
SO - 0004358,In-Store,WARE-XYS1001,5/15/2019,10/19/2019,11/11/2019,11/16/2019,USD,Joshua Little,WakeFern ,Corona,South,California,CA,Pendants,5,"0,1","830,8","407,092"
SO - 0004359,Online,WARE-NBV1002,5/15/2019,10/19/2019,11/5/2019,11/9/2019,USD,Todd Roberts,Mylan Corp,Roseville,West,California,CA,TV and video,8,"0,1","1112,2","611,71"
SO - 0004360,In-Store,WARE-MKL1006,8/23/2019,10/19/2019,11/10/2019,11/11/2019,USD,Carl Nguyen,Nipro ,Pasadena,Midwest,Texas,TX,Sculptures,2,"0,05","1085,4","510,138"
SO - 0004361,Online,WARE-NBV1002,5/15/2019,10/19/2019,11/5/2019,11/14/2019,USD,Frank Brown,Mylan Corp,Sunnyvale,Northeast,California,CA,Home Fragrances,1,"0,1","2519,2","1964,976"
SO - 0004362,Online,WARE-UHY1004,8/23/2019,10/19/2019,11/16/2019,11/26/2019,USD,Nicholas Cunningham,Victory Ltd,Reno,South,Nevada,NV,Outdoor Furniture,3,"0,05","1112,2","734,052"
SO - 0004363,In-Store,WARE-NMK1003,5/15/2019,10/20/2019,11/3/2019,11/4/2019,USD,Carl Nguyen,Eminence Corp,Vista,Midwest,California,CA,Outdoor Decor,2,"0,075","1179,2","801,856"
SO - 0004364,In-Store,WARE-XYS1001,5/15/2019,10/20/2019,11/12/2019,11/19/2019,USD,Carl Nguyen,Pacific Ltd,Ontario,Midwest,California,CA,Wardrobes,6,"0,05",1876,"1050,56"
SO - 0004365,In-Store,WARE-NMK1003,5/15/2019,10/20/2019,11/6/2019,11/9/2019,USD,Jonathan Hawkins,Procter Corp,Niles (Township),West,Illinois,IL,Table Linens,8,"0,1","2391,9","1459,059"
SO - 0004366,Online,WARE-NMK1003,8/23/2019,10/20/2019,11/16/2019,11/21/2019,USD,Paul Holmes,Sundial ,Port St. Lucie,Midwest,Florida,FL,Outdoor Furniture,1,"0,075","1929,6","1041,984"
SO - 0004367,In-Store,WARE-NMK1003,8/23/2019,10/20/2019,11/2/2019,11/4/2019,USD,Keith Griffin,"PEDIFIX, Corp",Orlando,Northeast,Florida,FL,Wardrobes,8,"0,075",1139,"831,47"
SO - 0004368,In-Store,WARE-PUJ1005,5/15/2019,10/20/2019,10/26/2019,11/1/2019,USD,Joshua Ryan,Medsep Group,Islip,Midwest,New York,NY,Bar Tools,4,"0,05","3839,1","1996,332"
SO - 0004369,In-Store,WARE-NMK1003,5/15/2019,10/20/2019,10/26/2019,11/2/2019,USD,Joshua Bennett,Niconovum Corp,Westminster,Northeast,Colorado,CO,Ornaments,3,"0,15","2599,6","1143,824"
SO - 0004370,In-Store,WARE-NMK1003,5/15/2019,10/20/2019,11/7/2019,11/13/2019,USD,Jonathan Hawkins,E. Ltd,Topeka,West,Kansas,KS,Table Lamps,5,"0,1","3859,2","2354,112"
SO - 0004371,In-Store,WARE-NBV1002,5/15/2019,10/21/2019,11/18/2019,11/24/2019,USD,Joshua Ryan,WakeFern ,San Bernardino,Midwest,California,CA,Mirrors,2,"0,075","234,5","126,63"
SO - 0004372,Online,WARE-NMK1003,8/23/2019,10/21/2019,11/13/2019,11/21/2019,USD,Frank Brown,Victory Ltd,Aurora,Northeast,Illinois,IL,Cocktail Glasses,6,"0,15","944,7","670,737"
SO - 0004373,Online,WARE-PUJ1005,5/15/2019,10/21/2019,10/31/2019,11/10/2019,USD,Frank Brown,21st Ltd,Lubbock,Northeast,Texas,TX,Table Linens,3,"0,075","3839,1","2917,716"
SO - 0004374,Online,WARE-PUJ1005,5/15/2019,10/21/2019,11/2/2019,11/4/2019,USD,Anthony Torres,Prasco Group,Killeen,West,Texas,TX,Phones,2,"0,05","1098,8","933,98"
SO - 0004375,Wholesale,WARE-PUJ1005,8/23/2019,10/21/2019,10/24/2019,11/2/2019,USD,Donald Reynolds,Trigen ,Portland,South,Oregon,OR,Wardrobes,7,"0,075","1768,8","990,528"
SO - 0004376,Wholesale,WARE-PUJ1005,8/23/2019,10/21/2019,11/13/2019,11/20/2019,USD,Shawn Torres,"Fenwal, Corp",Frisco,Northeast,Texas,TX,Wreaths,8,"0,15","3993,2","1717,076"
SO - 0004377,In-Store,WARE-MKL1006,8/23/2019,10/22/2019,11/11/2019,11/20/2019,USD,Stephen Payne,U.S. Ltd,Odessa,South,Texas,TX,Sculptures,2,"0,075","241,2","132,66"
SO - 0004378,In-Store,WARE-MKL1006,8/23/2019,10/22/2019,11/14/2019,11/19/2019,USD,Jerry Green,Select ,San Antonio,West,Texas,TX,Rugs,4,"0,1","3926,2","2394,982"
SO - 0004379,Distributor,WARE-UHY1004,8/23/2019,10/22/2019,11/10/2019,11/14/2019,USD,Samuel Fowler,Mylan Corp,Henderson,Midwest,Nevada,NV,Outdoor Furniture,2,"0,05",3350,"2579,5"
SO - 0004380,Wholesale,WARE-NMK1003,5/15/2019,10/22/2019,11/11/2019,11/20/2019,USD,Shawn Torres,Linde ,Savannah,Northeast,Georgia,GA,Outdoor Furniture,3,"0,15","1835,8","844,468"
SO - 0004381,In-Store,WARE-MKL1006,8/23/2019,10/22/2019,10/30/2019,11/5/2019,USD,Shawn Cook,Pacific Ltd,Madison,Midwest,Wisconsin,WI,Dinnerware,6,"0,075","1118,9","928,687"
SO - 0004382,In-Store,WARE-MKL1006,8/23/2019,10/22/2019,11/6/2019,11/16/2019,USD,Chris Armstrong,Eminence Corp,Round Rock,Northeast,Texas,TX,Outdoor Furniture,6,"0,075","1051,9","568,026"
SO - 0004383,In-Store,WARE-XYS1001,8/23/2019,10/22/2019,11/18/2019,11/25/2019,USD,Keith Griffin,Apollo Ltd,Oceanside,Northeast,California,CA,Mirrors,6,"0,2","3577,8","2003,568"
SO - 0004384,Online,WARE-MKL1006,8/23/2019,10/22/2019,11/6/2019,11/15/2019,USD,Nicholas Cunningham,Pacific Ltd,San Antonio,South,Texas,TX,Accessories,5,"0,1",3953,"2450,86"
SO - 0004385,In-Store,WARE-PUJ1005,5/15/2019,10/23/2019,11/7/2019,11/9/2019,USD,Joshua Bennett,OUR Ltd,Lubbock,Northeast,Texas,TX,Furniture Cushions,6,"0,3","2633,1","1263,888"
SO - 0004386,In-Store,WARE-XYS1001,5/15/2019,10/23/2019,10/28/2019,11/5/2019,USD,Stephen Payne,Victory Ltd,Birmingham,South,Alabama,AL,Outdoor Decor,5,"0,075","1045,2","418,08"
SO - 0004387,In-Store,WARE-PUJ1005,8/23/2019,10/23/2019,10/28/2019,11/7/2019,USD,Joshua Ryan,Capweld ,Memphis,Midwest,Tennessee,TN,Furniture Cushions,1,"0,05","3792,2","2123,632"
SO - 0004388,Wholesale,WARE-NMK1003,5/15/2019,10/23/2019,11/5/2019,11/6/2019,USD,Donald Reynolds,E. Ltd,Hollywood,South,Florida,FL,Audio,6,"0,15","2653,2","1751,112"
SO - 0004389,In-Store,WARE-UHY1004,8/23/2019,10/23/2019,11/10/2019,11/15/2019,USD,Carl Nguyen,E. Ltd,Cambridge,Midwest,Massachusetts,MA,Ornaments,7,"0,05",1005,402
SO - 0004390,Distributor,WARE-UHY1004,8/23/2019,10/23/2019,10/30/2019,11/7/2019,USD,Roy Rice,Select ,Detroit,Midwest,Michigan,MI,Cocktail Glasses,7,"0,1","5929,5","4209,945"
SO - 0004391,Wholesale,WARE-UHY1004,5/15/2019,10/24/2019,11/21/2019,11/30/2019,USD,Donald Reynolds,"Apotheca, Ltd",Springfield,South,Massachusetts,MA,Floor Lamps,3,"0,075",3484,"1637,48"
SO - 0004392,Online,WARE-MKL1006,8/23/2019,10/24/2019,11/16/2019,11/22/2019,USD,Shawn Wallace,OUR Ltd,Pearland,South,Texas,TX,Blankets,1,"0,4","1855,9","1484,72"
SO - 0004393,In-Store,WARE-UHY1004,8/23/2019,10/24/2019,11/15/2019,11/25/2019,USD,Adam Hernandez,"PEDIFIX, Corp",Paterson,Northeast,New Jersey,NJ,Collectibles,7,"0,05","5567,7","2728,173"
SO - 0004394,In-Store,WARE-MKL1006,5/15/2019,10/24/2019,11/4/2019,11/11/2019,USD,Keith Griffin,WakeFern ,Renton,Northeast,Washington,WA,Wreaths,1,"0,05","998,3","399,32"
SO - 0004395,In-Store,WARE-NMK1003,8/23/2019,10/24/2019,11/15/2019,11/22/2019,USD,Joshua Little,Pure Group,Rockford (Township),South,Illinois,IL,Home Fragrances,4,"0,075","2626,4","1785,952"
SO - 0004396,In-Store,WARE-NBV1002,5/15/2019,10/24/2019,11/2/2019,11/5/2019,USD,Shawn Cook,Linde ,Pomona,Midwest,California,CA,Table Lamps,6,"0,1","1112,2","656,198"
SO - 0004397,Online,WARE-NMK1003,5/15/2019,10/24/2019,11/3/2019,11/12/2019,USD,Todd Roberts,"PEDIFIX, Corp",Westminster,West,Colorado,CO,Bean Bags,1,"0,075","227,8","97,954"
SO - 0004398,In-Store,WARE-NMK1003,5/15/2019,10/24/2019,11/12/2019,11/19/2019,USD,Shawn Cook,Avon Corp,Clearwater,Midwest,Florida,FL,Serveware,1,"0,075","3959,7","1940,253"
SO - 0004399,Distributor,WARE-NMK1003,5/15/2019,10/24/2019,10/30/2019,11/8/2019,USD,Samuel Fowler,OUR Ltd,Vista,Midwest,California,CA,Table Lamps,8,"0,2",6097,"4816,63"
SO - 0004400,Online,WARE-PUJ1005,5/15/2019,10/24/2019,11/8/2019,11/9/2019,USD,Anthony Torres,Dharma Ltd,Pittsburgh,West,Pennsylvania,PA,Computers,1,"0,05","2552,7","1506,093"
SO - 0004401,Distributor,WARE-PUJ1005,5/15/2019,10/24/2019,11/4/2019,11/12/2019,USD,Samuel Fowler,Burt's Corp,Pittsburgh,Midwest,Pennsylvania,PA,Collectibles,8,"0,075","1025,1","512,55"
SO - 0004402,Distributor,WARE-UHY1004,8/23/2019,10/24/2019,11/14/2019,11/23/2019,USD,Samuel Fowler,Capweld ,Omaha,Midwest,Nebraska,NE,Sculptures,7,"0,075","2425,4","1455,24"
SO - 0004403,In-Store,WARE-PUJ1005,8/23/2019,10/25/2019,11/9/2019,11/16/2019,USD,Shawn Cook,"PEDIFIX, Corp",Ramapo,Midwest,New York,NY,Serveware,1,"0,2","3892,7","1985,277"
SO - 0004404,In-Store,WARE-XYS1001,8/23/2019,10/25/2019,10/29/2019,11/2/2019,USD,Joshua Little,Ohio ,Phoenix,South,Arizona,AZ,Serveware,7,"0,1","3906,1","2031,172"
SO - 0004405,Online,WARE-NBV1002,8/23/2019,10/25/2019,11/16/2019,11/19/2019,USD,Carl Nguyen,Amylin Group,Stockton,Midwest,California,CA,Audio,7,"0,3","1038,5","820,415"
SO - 0004406,Online,WARE-NMK1003,5/15/2019,10/25/2019,11/10/2019,11/15/2019,USD,Frank Brown,OUR Ltd,Macon,Northeast,Georgia,GA,Table Linens,3,"0,15","2398,6","1295,244"
SO - 0004407,In-Store,WARE-PUJ1005,8/23/2019,10/26/2019,11/12/2019,11/14/2019,USD,Jerry Green,"Elorac, Corp",Arlington,West,Texas,TX,Vanities,8,"0,05","1882,7","1374,371"
SO - 0004408,Online,WARE-XYS1001,8/23/2019,10/26/2019,11/23/2019,11/28/2019,USD,Shawn Wallace,Winthrop ,Scottsdale,South,Arizona,AZ,Accessories,5,"0,15","1145,7","836,361"
SO - 0004409,Online,WARE-NMK1003,8/23/2019,10/26/2019,11/6/2019,11/9/2019,USD,Paul Holmes,AuroMedics Corp,Indianapolis,Midwest,Indiana,IN,Audio,3,"0,075","3698,4","3069,672"
SO - 0004410,Online,WARE-PUJ1005,8/23/2019,10/26/2019,11/23/2019,11/24/2019,USD,Todd Roberts,Dharma Ltd,Lubbock,West,Texas,TX,Bar Tools,8,"0,15","2237,8","1678,35"
SO - 0004411,Distributor,WARE-NMK1003,8/23/2019,10/26/2019,11/14/2019,11/22/2019,USD,Douglas Tucker,"Apotheca, Ltd",Indianapolis,Midwest,Indiana,IN,Table Linens,8,"0,05","194,3","102,979"
SO - 0004412,In-Store,WARE-PUJ1005,5/15/2019,10/26/2019,11/17/2019,11/23/2019,USD,Jerry Green,Sundial ,Broken Arrow,West,Oklahoma,OK,Vases,2,"0,075","1065,3","607,221"
SO - 0004413,Online,WARE-NMK1003,5/15/2019,10/26/2019,11/23/2019,12/1/2019,USD,Shawn Wallace,Burt's Corp,Orlando,South,Florida,FL,Computers,2,"0,075",670,"301,5"
